year,month,day,ao_index_cdas
2005,2,28,-3.286490202
2005,3,1,-2.72571373
2005,3,2,-1.805885911
2005,3,3,-0.906120718
2005,3,4,-0.809595764
2005,3,5,-1.26016891
2005,3,6,-1.676033974
2005,3,7,-2.480506897
2005,3,8,-2.840040922
2005,3,9,-2.323042631
2005,3,10,-1.967219591
2005,3,11,-1.745736957
2005,3,12,-1.974367142
2005,3,13,-2.112275839
2005,3,14,-1.792057633
2005,3,15,-1.432802677
2005,3,16,-1.128980637
2005,3,17,-1.417121291
2005,3,18,-2.255959272
2005,3,19,-2.599926233
2005,3,20,-2.120300293
2005,3,21,-1.70950675
2005,3,22,-0.72714448
2005,3,23,0.128269881
2005,3,24,0.031993944
2005,3,25,-0.408756346
2005,3,26,-1.009231329
2005,3,27,-0.838569283
2005,3,28,-0.499676138
2005,3,29,-0.319636226
2005,3,30,-0.346431315
2005,3,31,-0.296786785
2005,4,1,0.34086898
2005,11,1,1.708805919
2005,11,2,1.52047503
2005,11,3,1.332599759
2005,11,4,1.737267613
2005,11,5,1.837389231
2005,11,6,1.40512085
2005,11,7,0.475846231
2005,11,8,-0.061211057
2005,11,9,1.01804626
2005,11,10,1.799227357
2005,11,11,1.040236712
2005,11,12,0.207613349
2005,11,13,0.591568947
2005,11,14,0.813556135
2005,11,15,0.275659919
2005,11,16,0.437719494
2005,11,17,0.102621913
2005,11,18,-0.045337003
2005,11,19,0.685869992
2005,11,20,0.939833283
2005,11,21,-0.013874719
2005,11,22,-0.923806608
2005,11,23,-1.514450312
2005,11,24,-1.732305408
2005,11,25,-1.445696712
2005,11,26,-0.89753741
2005,11,27,-1.370760322
2005,11,28,-1.908479095
2005,11,29,-0.923933566
2005,11,30,-0.507204413
2005,12,1,-1.22633338
2005,12,2,-2.09676671
2005,12,3,-2.679364681
2005,12,4,-3.398560286
2005,12,5,-3.569118977
2005,12,6,-3.453871489
2005,12,7,-2.579170942
2005,12,8,-1.01002717
2005,12,9,-0.068295807
2005,12,10,0.159701467
2005,12,11,-0.078464665
2005,12,12,-0.991366267
2005,12,13,-1.642503262
2005,12,14,-2.019632578
2005,12,15,-2.130771875
2005,12,16,-2.600912094
2005,12,17,-2.345355034
2005,12,18,-1.648800611
2005,12,19,-1.348883986
2005,12,20,-1.706424117
2005,12,21,-2.040145397
2005,12,22,-1.673203588
2005,12,23,-2.059811115
2005,12,24,-2.749629021
2005,12,25,-2.607120275
2005,12,26,-2.753112555
2005,12,27,-2.899303913
2005,12,28,-2.938693523
2005,12,29,-2.944591522
2005,12,30,-2.182073593
2005,12,31,-1.621290803
2006,1,1,-1.184304714
2006,1,2,-0.617188632
2006,1,3,-0.823589742
2006,1,4,-1.134832859
2006,1,5,-1.647933245
2006,1,6,-1.644327402
2006,1,7,-1.272022009
2006,1,8,-0.655530453
2006,1,9,1.299223304
2006,1,10,2.883536339
2006,1,11,3.339051485
2006,1,12,2.574913025
2006,1,13,1.473218203
2006,1,14,0.50149858
2006,1,15,-0.260476321
2006,1,16,-0.819553912
2006,1,17,-0.566104174
2006,1,18,-0.017034333
2006,1,19,-0.240018323
2006,1,20,-0.055740412
2006,1,21,-0.204522371
2006,1,22,0.310501367
2006,1,23,0.44976598
2006,1,24,-0.571944892
2006,1,25,-1.409314632
2006,1,26,-1.388738036
2006,1,27,-1.143685222
2006,1,28,-0.583568752
2006,1,29,-0.208113492
2006,1,30,-0.41456297
2006,1,31,-1.068354607
2006,2,1,-1.550221682
2006,2,2,-2.200622797
2006,2,3,-2.728607178
2006,2,4,-2.521976948
2006,2,5,-1.949760318
2006,2,6,-1.357117295
2006,2,7,-0.542418838
2006,2,8,-0.060706172
2006,2,9,-0.498379409
2006,2,10,-0.562573552
2006,2,11,-0.175159127
2006,2,12,0.263652772
2006,2,13,0.144090012
2006,2,14,0.884467125
2006,2,15,1.947210193
2006,2,16,1.969885826
2006,2,17,1.355113387
2006,2,18,0.964515626
2006,2,19,1.392629147
2006,2,20,2.073481321
2006,2,21,2.375457048
2006,2,22,1.683964252
