year,month,day,ao_index_cdas
1956,8,16,-1.5154744386672974
1956,8,17,-1.657010555267334
1956,8,18,-1.6550989151000977
1956,8,19,-1.5621874332427979
1956,8,20,-1.1152873039245605
1956,8,21,-0.6670980453491211
1956,8,22,-0.57918381690979
1956,8,23,-0.9021391868591309
1956,8,24,-1.5888034105300903
1956,8,25,-1.8774518966674805
1956,8,26,-1.4397079944610596
1956,8,27,-1.0111408233642578
1956,8,28,-0.40186452865600586
1956,8,29,-0.2985316812992096
1956,8,30,-0.5721415281295776
1956,8,31,-0.600757896900177
1956,9,1,-0.30118393898010254
1956,9,2,-0.4229966700077057
1956,9,3,-0.3138613998889923
1956,9,4,-0.16475500166416168
1956,9,5,-0.1667916476726532
1956,9,6,-0.4484340250492096
1956,9,7,-0.6532388925552368
1956,9,8,-0.6739322543144226
1956,9,9,-0.1573645919561386
1956,9,10,0.027673380449414253
1956,9,11,0.173948734998703
1956,9,12,0.2524068355560303
1956,9,13,-0.2429942786693573
1956,9,14,0.13094910979270935
1956,9,15,0.37289130687713623
1956,9,16,0.2298993468284607
1956,9,17,-0.5714577436447144
1956,9,18,-0.7856786847114563
1956,9,19,-0.49552488327026367
1956,9,20,-0.24416370689868927
1956,9,21,-1.1346136331558228
1956,9,22,-2.246615409851074
1956,9,23,-2.313917398452759
1956,9,24,-1.6327266693115234
1956,9,25,-0.6264296770095825
1956,9,26,0.13182935118675232
1956,9,27,0.9413132071495056
1956,9,28,1.6750954389572144
1956,9,29,1.8678113222122192
1956,9,30,1.9468235969543457
1956,10,1,1.9988493919372559
1956,10,2,1.2295701503753662
1956,10,3,0.4972197115421295
1956,10,4,0.08383258432149887
1956,10,5,-0.0064153228886425495
1956,10,6,0.3234756886959076
1956,10,7,0.6763813495635986
1956,10,8,0.351809561252594
1956,10,9,0.5519912838935852
1956,10,10,1.3067681789398193
1956,10,11,1.7732844352722168
1956,10,12,1.934365153312683
1956,10,13,1.5636965036392212
1956,10,14,0.6690657734870911
1956,10,15,0.2955496311187744
1956,10,16,0.9570822715759277
1956,10,17,2.0621023178100586
1956,10,18,2.601083993911743
1956,10,19,2.546812057495117
1956,10,20,2.715167760848999
1956,10,21,2.8150200843811035
1956,10,22,2.3272337913513184
1956,10,23,1.4620020389556885
1956,10,24,0.8331036567687988
1956,10,25,0.5340779423713684
1956,10,26,0.42865273356437683
1956,10,27,0.5276426672935486
1956,10,28,0.9655457735061646
1956,10,29,0.6536678075790405
1956,10,30,-0.10766232013702393
1956,10,31,-0.5137031674385071
1956,11,1,-1.2166152000427246
1956,11,2,-1.9817689657211304
1956,11,3,-1.3655874729156494
1956,11,4,-0.3362426161766052
1956,11,5,0.41627803444862366
1956,11,6,0.8022507429122925
1956,11,7,1.1361980438232422
1956,11,8,1.233962059020996
1956,11,9,1.141623616218567
1956,11,10,0.8496970534324646
1956,11,11,0.6426587104797363
1956,11,12,0.7359680533409119
1956,11,13,0.8773394823074341
1956,11,14,0.3759991526603699
1956,11,15,-0.0013789861695840955
1956,11,16,-0.0510391965508461
1956,11,17,-0.39766547083854675
1956,11,18,-0.862140953540802
1956,11,19,-1.1276881694793701
1956,11,20,-1.2998723983764648
1956,11,21,-1.111440896987915
1956,11,22,-1.2768155336380005
1956,11,23,-0.7108442783355713
1956,11,24,0.553598165512085
1956,11,25,0.5732777714729309
1956,11,26,0.3399641811847687
1956,11,27,-0.5348057746887207
1956,11,28,-0.5994343757629395
1956,11,29,0.4178398847579956
1956,11,30,0.8560406565666199
1956,12,1,0.41321685910224915
1956,12,2,0.1849997490644455
1956,12,3,0.14827914535999298
1956,12,4,0.08186592161655426
1956,12,5,-0.3678968846797943
1956,12,6,-0.49684762954711914
1956,12,7,-0.13530908524990082
1956,12,8,0.5976849794387817
1956,12,9,1.232761025428772
1956,12,10,1.5932544469833374
1956,12,11,1.1378178596496582
1956,12,12,1.2777818441390991
1956,12,13,1.0955897569656372
1956,12,14,0.36129283905029297
1956,12,15,-0.3459411561489105
1956,12,16,-0.44624119997024536
1956,12,17,0.11968226730823517
1956,12,18,0.8629873991012573
1956,12,19,1.0845564603805542
1956,12,20,0.7253702878952026
1956,12,21,-0.35012584924697876
1956,12,22,-0.9178947806358337
1956,12,23,-1.015380620956421
1956,12,24,-1.1558690071105957
1956,12,25,-1.162776231765747
1956,12,26,-1.1172757148742676
1956,12,27,-0.9759913086891174
1956,12,28,-0.6586997509002686
1956,12,29,0.025485699996352196
1956,12,30,-0.5034125447273254
1956,12,31,-1.2693947553634644
1957,1,1,-0.7834879755973816
1957,1,2,0.24632501602172852
1957,1,3,1.04843008518219
1957,1,4,1.8511091470718384
1957,1,5,2.84806752204895
1957,1,6,3.162978172302246
1957,1,7,2.332742929458618
1957,1,8,1.9352059364318848
1957,1,9,1.2083711624145508
1957,1,10,0.6621780395507812
1957,1,11,1.365947961807251
1957,1,12,1.9754189252853394
1957,1,13,1.6279133558273315
1957,1,14,1.2775700092315674
1957,1,15,1.8931896686553955
1957,1,16,2.1825177669525146
1957,1,17,2.1046431064605713
1957,1,18,2.1670446395874023
1957,1,19,3.632652521133423
1957,1,20,5.077530384063721
1957,1,21,4.51495885848999
1957,1,22,3.248908281326294
1957,1,23,1.846448540687561
1957,1,24,0.9965536594390869
1957,1,25,1.4456135034561157
1957,1,26,1.9793027639389038
1957,1,27,1.707154631614685
1957,1,28,1.4305930137634277
1957,1,29,1.683523416519165
1957,1,30,2.080000877380371
1957,1,31,2.8986051082611084
1957,2,1,4.223812580108643
1957,2,2,4.1037516593933105
1957,2,3,2.63451886177063
1957,2,4,1.7490475177764893
1957,2,5,1.5583343505859375
1957,2,6,1.263384461402893
1957,2,7,0.7430084943771362
1957,2,8,0.7084668874740601
1957,2,9,0.7315846085548401
1957,2,10,0.4873288571834564
1957,2,11,-0.5227780342102051
1957,2,12,-1.335291862487793
1957,2,13,-2.03920578956604
1957,2,14,-2.539989709854126
1957,2,15,-3.3514065742492676
1957,2,16,-3.616788864135742
1957,2,17,-3.7811717987060547
1957,2,18,-3.9871766567230225
1957,2,19,-4.068226337432861
1957,2,20,-4.2054266929626465
1957,2,21,-4.473233222961426
1957,2,22,-4.166798114776611
1957,2,23,-3.4945454597473145
1957,2,24,-3.246966600418091
1957,2,25,-3.437807559967041
1957,2,26,-3.8327713012695312
1957,2,27,-3.5529861450195312
1957,2,28,-3.4171090126037598
1957,3,1,-3.617422103881836
1957,3,2,-3.7618589401245117
1957,3,3,-3.7174298763275146
1957,3,4,-3.765843629837036
1957,3,5,-3.4107184410095215
1957,3,6,-2.991939067840576
1957,3,7,-3.176302433013916
1957,3,8,-3.4836645126342773
1957,3,9,-3.6109912395477295
1957,3,10,-3.4733262062072754
1957,3,11,-3.7328929901123047
1957,3,12,-3.750476360321045
1957,3,13,-2.8650736808776855
1957,3,14,-2.0920655727386475
1957,3,15,-1.7533572912216187
1957,3,16,-1.1653023958206177
1957,3,17,-0.6335374712944031
1957,3,18,-0.23481403291225433
1957,3,19,0.10427536070346832
1957,3,20,0.4172491431236267
1957,3,21,0.225870743393898
1957,3,22,-0.7341297268867493
1957,3,23,-1.50533926486969
1957,3,24,-1.250160574913025
1957,3,25,-0.5481380820274353
1957,3,26,-0.4592367112636566
1957,3,27,-1.005515456199646
1957,3,28,-1.48655104637146
1957,3,29,-1.485675573348999
1957,3,30,-0.8222137689590454
1957,3,31,-0.38753148913383484
1957,4,1,-0.0414157435297966
1957,4,2,0.6680656671524048
1957,4,3,1.4109153747558594
1957,4,4,1.2197850942611694
1957,4,5,0.7362048625946045
1957,4,6,0.184249609708786
1957,4,7,-0.6367824673652649
1957,4,8,-1.4926061630249023
1957,4,9,-2.1977345943450928
1957,4,10,-2.448455810546875
1957,4,11,-1.862431526184082
1957,4,12,-0.5463466644287109
1957,4,13,0.8406410217285156
1957,4,14,1.512324571609497
1957,4,15,2.3051137924194336
1957,4,16,2.6843574047088623
1957,4,17,2.50989031791687
1957,4,18,2.122520923614502
1957,4,19,1.4056751728057861
1957,4,20,0.7400451302528381
1957,4,21,0.36597922444343567
1957,4,22,-0.23984090983867645
1957,4,23,-0.8556849360466003
